Cell,month,RUNOFF,BASEFLOW
      2649,         1,     8.931,     7.128
      2649,         2,     5.537,     4.700
      2649,         3,     4.041,     3.970
      2649,         4,     6.741,     6.037
      2649,         5,    17.958,    12.420
      2649,         6,   107.286,    24.812
      2649,         7,   288.722,    45.474
      2649,         8,   245.446,    45.950
      2649,         9,   123.934,    40.223
      2649,        10,    31.992,    27.565
      2649,        11,    13.397,    13.374
      2649,        12,     6.393,     6.393
      2650,         1,     7.040,     6.801
      2650,         2,     4.454,     4.347
      2650,         3,     3.656,     3.656
      2650,         4,     6.539,     6.188
      2650,         5,    19.300,    12.789
      2650,         6,   200.994,    41.822
      2650,         7,   232.022,    46.800
      2650,         8,   204.726,    46.125
      2650,         9,   135.945,    44.516
      2650,        10,    35.956,    31.186
      2650,        11,    14.964,    14.937
      2650,        12,     7.165,     7.165
      2651,         1,     7.201,     7.158
      2651,         2,     4.407,     4.387
      2651,         3,     4.079,     4.079
      2651,         4,     7.092,     6.781
      2651,         5,   115.946,    37.529
      2651,         6,   157.844,    43.654
      2651,         7,   198.294,    46.878
      2651,         8,   190.906,    46.208
      2651,         9,   128.962,    44.375
      2651,        10,    46.617,    34.983
      2651,        11,    18.064,    18.027
      2651,        12,     8.514,     8.514
      2652,         1,     6.594,     6.594
      2652,         2,     2.947,     2.947
      2652,         3,     2.209,     2.209
      2652,         4,    27.733,    19.556
      2652,         5,    97.980,    40.754
      2652,         6,   129.178,    44.180
      2652,         7,   173.701,    46.749
      2652,         8,   175.824,    46.054
      2652,         9,   119.872,    44.105
      2652,        10,    63.920,    41.172
      2652,        11,    22.903,    22.870
      2652,        12,    10.598,    10.598
      2653,         1,     6.509,     6.509
      2653,         2,     2.905,     2.905
      2653,         3,     2.064,     2.064
      2653,         4,    30.717,    22.090
      2653,         5,    96.270,    42.255
      2653,         6,   119.323,    43.909
      2653,         7,   165.027,    46.676
      2653,         8,   169.190,    45.983
      2653,         9,   115.390,    43.935
      2653,        10,    61.557,    40.763
      2653,        11,    22.560,    22.533
      2653,        12,    10.438,    10.438
      2654,         1,     3.793,     3.621
      2654,         2,     2.214,     2.212
      2654,         3,     8.148,     3.683
      2654,         4,    41.235,    10.460
      2654,         5,    90.956,    16.016
      2654,         6,   107.658,    16.322
      2654,         7,   149.959,    17.415
      2654,         8,   154.949,    17.073
      2654,         9,   106.855,    16.255
      2654,        10,    53.710,    14.684
      2654,        11,     8.870,     7.823
      2654,        12,     4.630,     4.630
      2655,         1,     3.705,     3.560
      2655,         2,     2.173,     2.172
      2655,         3,     2.424,     1.932
      2655,         4,    46.242,    10.439
      2655,         5,    95.560,    16.088
      2655,         6,   108.593,    16.304
      2655,         7,   148.110,    17.402
      2655,         8,   153.126,    17.036
      2655,         9,   105.721,    16.232
      2655,        10,    53.990,    14.690
      2655,        11,     7.794,     7.565
      2655,        12,     4.520,     4.520
      2656,         1,     6.351,     6.351
      2656,         2,     2.812,     2.812
      2656,         3,     1.909,     1.909
      2656,         4,    29.281,    21.338
      2656,         5,    89.867,    41.343
      2656,         6,   107.025,    43.266
      2656,         7,   146.993,    46.357
      2656,         8,   154.368,    45.600
      2656,         9,   106.446,    43.501
      2656,        10,    58.093,    40.064
      2656,        11,    22.040,    22.020
      2656,        12,    10.202,    10.202
      2657,         1,     7.149,     6.879
      2657,         2,     4.575,     4.450
      2657,         3,     4.388,     4.388
      2657,         4,     7.539,     7.073
      2657,         5,    21.491,    13.270
      2657,         6,   158.803,    34.979
      2657,         7,   262.574,    46.576
      2657,         8,   228.257,    46.365
      2657,         9,   146.943,    44.730
      2657,        10,    36.820,    31.454
      2657,        11,    15.218,    15.182
      2657,        12,     7.290,     7.290
      2658,         1,    46.343,     7.408
      2658,         2,    24.192,     5.072
      2658,         3,    13.851,     5.385
      2658,         4,    13.317,     7.244
      2658,         5,    22.451,    13.271
      2658,         6,    31.526,    14.501
      2658,         7,   398.930,    37.958
      2658,         8,   310.654,    41.369
      2658,         9,    51.806,    29.057
      2658,        10,    24.858,    19.838
      2658,        11,    10.271,    10.241
      2658,        12,     4.850,     4.850
      2659,         1,     6.393,     1.948
      2659,         2,     1.727,     0.422
      2659,         3,     3.405,     0.313
      2659,         4,     9.026,     1.023
      2659,         5,    37.362,     5.209
      2659,         6,   211.328,    33.719
      2659,         7,   229.235,    41.416
      2659,         8,   205.124,    37.423
      2659,         9,   135.433,    26.348
      2659,        10,    17.415,     6.497
      2659,        11,     0.831,     0.513
      2659,        12,     0.004,     0.004
      2660,         1,     1.744,     1.204
      2660,         2,     0.037,     0.025
      2660,         3,     1.968,     0.058
      2660,         4,    25.427,     3.171
      2660,         5,   126.239,    19.814
      2660,         6,   135.345,    25.246
      2660,         7,   171.745,    30.637
      2660,         8,   170.949,    31.004
      2660,         9,   116.683,    22.683
      2660,        10,    40.562,     9.688
      2660,        11,     1.591,     1.285
      2660,        12,     0.009,     0.009
      2661,         1,     5.413,     5.413
      2661,         2,     3.789,     3.789
      2661,         3,     4.539,     4.539
      2661,         4,     8.720,     7.669
      2661,         5,   105.772,    37.762
      2661,         6,   137.134,    43.305
      2661,         7,   160.731,    46.499
      2661,         8,   149.292,    45.562
      2661,         9,   113.666,    43.759
      2661,        10,    46.190,    34.871
      2661,        11,    18.288,    18.232
      2661,        12,     8.622,     8.622
      2662,         1,     6.182,     6.182
      2662,         2,     2.852,     2.852
      2662,         3,     2.680,     2.680
      2662,         4,    20.463,    15.804
      2662,         5,    94.615,    40.597
      2662,         6,   119.879,    44.174
      2662,         7,   143.938,    46.282
      2662,         8,   139.282,    45.439
      2662,         9,   108.226,    43.541
      2662,        10,    59.165,    39.669
      2662,        11,    22.095,    22.037
      2662,        12,    10.263,    10.263
      2663,         1,     6.173,     6.173
      2663,         2,     2.822,     2.822
      2663,         3,     2.574,     2.574
      2663,         4,    20.425,    15.620
      2663,         5,    94.488,    40.508
      2663,         6,   120.017,    44.139
      2663,         7,   144.435,    46.281
      2663,         8,   139.915,    45.409
      2663,         9,   108.233,    43.540
      2663,        10,    59.086,    39.647
      2663,        11,    22.040,    21.988
      2663,        12,    10.235,    10.235
      2664,         1,     5.789,     5.789
      2664,         2,     2.672,     2.672
      2664,         3,     2.441,     2.441
      2664,         4,    13.990,    10.875
      2664,         5,   101.780,    39.886
      2664,         6,   128.769,    44.241
      2664,         7,   150.238,    46.353
      2664,         8,   143.613,    45.398
      2664,         9,   109.755,    43.593
      2664,        10,    53.657,    37.300
      2664,        11,    20.140,    20.095
      2664,        12,     9.411,     9.411
      2665,         1,     5.347,     5.347
      2665,         2,     3.705,     3.705
      2665,         3,     4.268,     4.268
      2665,         4,    15.716,    11.623
      2665,         5,   101.282,    38.178
      2665,         6,   128.979,    43.026
      2665,         7,   154.767,    46.341
      2665,         8,   145.535,    45.341
      2665,         9,   110.381,    43.558
